platform,verdict,app,bundle_id,source,occurrences,reasons
LG,maybe,Jordan Matter 1254777 India LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Jordan Matter 1254777 Indonesia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Jordan Matter 1254777 Iraq LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Jordan Matter 1254777 Ireland LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Jordan Matter 1254777 Israel LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Jordan Matter 1254777 Italy LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Jordan Matter 1254777 Kazakhstan LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Jordan Matter 1254777 Kenya LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Kuwait LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Macedonia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Malaysia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Mexico LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Morocco LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Netherlands LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 New Zealand LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Nigeria LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Norway LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Peru LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Philippines LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Qatar LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Romania LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Saudi Arabia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Singapore LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Slovakia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Spain LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Sweden LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Thailand LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Turkey LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 Uganda LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 United Arab Emirates LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1254777 United States LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Vizio,maybe,,vizio.jordan_matter,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Juan De Dios,com.samsung.jordan_matter,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Rogers,unlikely,,com.rogers.jordan_matter,,1,"Cable STB; usually SSAI"
Roku,no,792749 Australia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Angola Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Argentina Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Chile Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Colombia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Costa Rica Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Dominican Republic Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Ireland Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Netherlands Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Nicaragua Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Panama Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Puerto Rico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Thailand Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Trinidad and Tobago Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Virgin Islands  British Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,792749 Virgin Islands  U.S. Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Fire TV,yes,,B00XAF0UH0,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
LG,maybe,1273509 United States LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Samsung,maybe,,com.samsung.juan_de_dios,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
LG,maybe,1273509 Brazil LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Chile LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Colombia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Costa Rica LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Ecuador LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Guatemala LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Honduras LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Mexico LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Peru LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Saudi Arabia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Spain LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1273509 Togo LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Vizio,maybe,Juandediospantoja,vizio.juandedios,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Justkass,vizio.juandedios,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Roku,no,Justkass 812650 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Justkass 812650 Mexico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Justkass 812650 Guatemala Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Justkass 812650 Honduras Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Justkass 812650 Costa Rica Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Justkass 812650 Chile Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Justkass 812650 Canada Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Justkass 812650 Colombia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Kaal Abc 6 News Minnesota Iowa 812650 Brazil Roku CTV not clickable https://,channelstore.roku.com,WURL,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Karla Bustillos 812650 Argentina Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Karla Bustillos 812650 Puerto Rico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,Karla Bustillos,com.comcast.justkass,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,Karla Bustillos,com.cox.justkass,Playwork,1,"Cable STB; usually SSAI"
LG,maybe,Karla Bustillos 1272588 Albania LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Karla Bustillos 1272588 Australia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Karla Bustillos 1272588 Brazil LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Karla Bustillos 1272588 Ireland LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Karla Bustillos 1272588 Mexico LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Karla Bustillos 1272588 United States LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Vizio,maybe,Karla Bustillos,vizio.justkass,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.justkass,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,,com.rogers.justkass,,1,"Cable STB; usually SSAI"
Fire TV,yes,,B07RQMPPT3,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07S5G9VM9,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,Karlabustillos,vizio.karla_bustillos,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Karlabustillos,vizio.karlabustillos,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Katina Eats Kilos,vizio.karla_bustillos,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,yes,Katina Eats Kilos,B07ZFZ5TVG,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Comcast,unlikely,Katinaeatskilos,com.comcast.katina_eats_kilos,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Fire TV,unlikely,Kesq Nc3,B0DJ8V5SWW,WURL,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Samsung,unlikely,Kgtv,com.samsung.katina_eats_kilos,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Khaby Lame 786893 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,Khaby Lame,vizio.katina_eats_kilos,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Khaby Lame,vizio.katinaeatskilos,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,yes,Khaby Lame,B0CTHRJRVB,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Khaby Lame,B073W7LMZW,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Khaby Lame,B07795TX6X,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Khaby Lame,B07792Y1YL,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Comcast,unlikely,Khaby Lame,com.comcast.khaby_lame,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,Khaby Lame,com.cox.khaby_lame,Playwork,1,"Cable STB; usually SSAI"
Fire TV,yes,Khaby Lame,B0DVBY5LLP,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
LG,maybe,Khabylame 1257385 Brazil LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Khabylame 1257385 Canada LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,unlikely,Kidoodle.Tv - Free  Kid-Safe Videos 1257385 Mexico LG CTV not clickable https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5 | app-name pattern suggests FAST/24h channel → SSAI typical"
LG,unlikely,Knxv 1257385 Sri Lanka LG CTV not clickable https://,us.lgappstv.com,WURL,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
LG,unlikely,Kob 4 Albuquerque  New Mexico 1257385 Turkey LG CTV not clickable https://,us.lgappstv.com,WURL,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
LG,unlikely,Kptv Fox 12 Oregon 1257385 United States LG CTV not clickable https://,us.lgappstv.com,WURL,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Samsung,unlikely,Kris,com.samsung.khaby_lame,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vizio,unlikely,Ksby,vizio.khaby_lame,WURL,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vizio,unlikely,Kstp 5 Minneapolis-St. Paul Mn,vizio.khabylame,WURL,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Samsung,unlikely,Ktnv,com.samsung.khaby_lame,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Samsung,unlikely,Kvoa,com.samsung.khaby_lame,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Rogers,unlikely,Kwebbelkop,com.rogers.khaby_lame,Playwork,1,"Cable STB; usually SSAI"
Roku,no,Kxxv 794750 United States Roku CTV not clickable https://,channelstore.roku.com,WURL,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,794750 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,794750 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,794750 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Samsung,maybe,G19302013912 Germany Samsung CTV https://,www.samsung.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Fire TV,yes,,B07796L9G2,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07419M518,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07ZG1CHP2,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07RRYJ739,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B01MCXWZ6T,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B0856QWJJZ,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B073W8N39V,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07V2PJFZN,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B01NAL2450,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07ZFZ6H59,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07795R33P,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07DJYT2WZ,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B084GB2VXB,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07794K9HZ,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B0DTKLK9JZ,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B09G4YC6QD,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Comcast,unlikely,,com.comcast.kwebbelkop,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,,com.cox.kwebbelkop,,1,"Cable STB; usually SSAI"
Roku,no,637089 Australia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,637089 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,637089 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,637089 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,637089 Nicaragua Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,637089 Panama Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,637089 Puerto Rico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,637089 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,,vizio.kwebbelkop,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,,com.rogers.kwebbelkop,,1,"Cable STB; usually SSAI"
Fire TV,yes,,B09G4Q6FT2,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07PJ46K8W,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B01G0SG00O,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Comcast,unlikely,Let Me Explain,com.comcast.let_me_explain,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,Let Me Explain,com.cox.let_me_explain,Playwork,1,"Cable STB; usually SSAI"
Vizio,maybe,Lethamyr,vizio.letmeexplainstudios,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,Lethamyr,com.rogers.let_me_explain,Playwork,1,"Cable STB; usually SSAI"
Comcast,unlikely,Lethamyr,com.comcast.lethamyr,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,Letmeexplain,com.cox.lethamyr,Playwork,1,"Cable STB; usually SSAI"
Roku,no,Life Of Luxury 590967 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,Life Of Luxury,com.comcast.lethamyr,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,Life Of Luxury 590967 Canada Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Rogers,unlikely,Life Of Luxury,com.rogers.lethamyr,Playwork,1,"Cable STB; usually SSAI"
Roku,no,Lifetime 756841 United States Roku CTV not clickable https://,channelstore.roku.com,WURL,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Like Nastya 756841 Canada Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,Like Nastya,com.comcast.life_of_luxury,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Fire TV,yes,Like Nastya,com.firetv.life_of_luxury,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Like Nastya,B00E5NH6YG,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Cox,unlikely,Like Nastya,com.cox.like_nastya,Playwork,1,"Cable STB; usually SSAI"
Vizio,maybe,Like Nastya,vizio.likenastya,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,,com.rogers.like_nastya,,1,"Cable STB; usually SSAI"
Cox,unlikely,,com.cox.like_nastya_spain,,1,"Cable STB; usually SSAI"
Vizio,maybe,Like Nastya Spain,vizio.like_nastya_spain,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.like_nastya_spain,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,,com.rogers.like_nastya_spain,,1,"Cable STB; usually SSAI"
Roku,no,624734 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,624734 Argentina Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,624734 Aruba Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,624734 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,624734 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Chile Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Colombia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
